codigo_programa;nome_programa;exclusao_logica_programa;indicador;exclusao_logica_indicador;unidade_de_medida;indice_de_referencia;em_apuracao_indice_de_referencia;data_de_apuracao;previsao_para_2021;em_apuracao_2021;previsao_para_2022;em_apuracao_2022;previsao_para_2023;em_apuracao_2023;previsao_para_2024;em_apuracao_2024;fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_status_em_apuracao_das_previsaoes_dos_indices;justificativa_status_em_apuracao_indice_de_referencia;data_alteracao;indicador_novo;polaridade
157;POLÍTICA ESTADUAL DE ATENÇÃO HOSPITALAR;False;RESOLUBILIDADE NA ALTA COMPLEXIDADE HOSPITALAR (IGUAL) OU MAIOR A 80% EM 92,30% DAS REGIÕES DE SAÚDE AMPLIADAS ATÉ 2022);False;%;54,0;;2019-06-30;76,9;;92,3;;92,3;;92,3;;DIRETORIA DE ATENÇÃO HOSPITALAR E DE URGÊNCIA E EMERGÊNCIA;Anual;Regional;NÚMERO DE REGIÕES DE SAÚDE AMPLIADA COM RESOLUBILIDADE >= 80% / TOTAL DE REGIÕES DE SAÚDE AMPLIADA (ALTA COMPLEXIDADE HOSPITALAR).;;;2020-10-01 15:57:00;False;MAIOR
157;POLÍTICA ESTADUAL DE ATENÇÃO HOSPITALAR;False;RESOLUBILIDADE NA MÉDIA COMPLEXIDADE HOSPITALAR IGUAL OU MAIOR A 80% EM 85,7% DAS REGIÕES DE SAÚDE ATÉ 2022);False;%;65,0;;2019-06-30;76,6;;85,7;;85,7;;85,7;;DIRETORIA DE ATENÇÃO HOSPITALAR E DE URGÊNCIA E EMERGÊNCIA;Anual;Regional;NÚMERO DE REGIÕES DE SAÚDE COM RESOLUBILIDADE >= A 80% / TOTAL DE REGIÕES DE SAÚDE (MÉDIA COMPLEXIDADE HOSPITALAR);;;2020-10-01 15:57:00;False;MAIOR
157;POLÍTICA ESTADUAL DE ATENÇÃO HOSPITALAR;False;RESOLUBILIDADE MACRORREGIONAL DO ESTADO;False;%;;Em Apuração;;91,3;;91,5;;91,58;;91,65;;DIRETORIA DE REGIONALIZAÇÃO E ESTUDOS ASSISTENCIAIS;Anual;Estadual;SOMATÓRIO DAS INTERNAÇÕES HOSPITALARES DOS RESIDENTES DE CADA MACRORREGIÃO, COM OCORRÊNCIA NA PRÓPRIA MACRORREGIÃO  *100 / TOTAL DE INTERNAÇÕES DOS RESIDENTES DE MG COM OCORRÊNCIA NO ESTADO.;;O INDICADOR DE 2020 SÓ TEREMOS NO PRÓXIMO ANO, POIS TRABALHAMOS COM DADOS DE PRODUÇÃO DE INTERNAÇÕES HOSPITALARES OCORRIDAS NO ANO. AS INFORMAÇÕES DE 2020 ESTARÃO DISPONÍVEIS NO PRÓXIMO ANO, NOS MESES DE MARÇO/ABRIL.;2020-10-01 15:57:00;True;MAIOR
158;ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;False;TAXA DE MORTALIDADE INFANTIL;False;1/1.000;11,43;;2017-12-31;11,09;;11,06;;11,0;;11,0;;SISTEMA DE INFORMAÇÕES SOBRE MORTALIDADE (SIM) E SISTEMA DE INFORMAÇÕES SOBRE NASCIDOS VIVOS (SINASC);Anual;Estadual;(NÚMERO DE ÓBITOS DE RESIDENTES COM MENOS DE 1 ANO DE IDADE / NÚMERO DE NASCIDOS VIVOS DE MÃES RESIDENTES) * 1.000;;;2020-10-01 15:57:00;False;MAIOR
159;ATENÇÃO  PRIMÁRIA À SAÚDE;False;PERCENTUAL DE INTERNAÇÕES POR CONDIÇÕES SENSÍVEIS À ATENÇÃO PRIMÁRIA (COMPLETO - PORTARIA MS Nº 221/2008);False;%;37,83;;2019-12-31;37,75;;37,45;;37,25;;37,0;;SIH/SUS;Semestral;Estadual;Nº DE INTERNAÇÕES POR CAUSAS SENSÍVEIS A ATENÇÃO BÁSICA CONFORME DEFINIDO NA PORARIA MS Nº 221/2008, EM DETERMINADO LOCAL E PERÍODO / TOTAL DE INTERNAÇÕES CLÍNICAS, EM DETERMINADO LOCAL E PERÍODO;;;2020-10-01 15:57:00;False;MENOR
159;ATENÇÃO  PRIMÁRIA À SAÚDE;False;PERCENTUAL DE INTERNAÇÕES POR CONDIÇÕES SENSÍVEIS A ATENÇÃO PRIMÁRIA - ICSAP (CLÁSSICO);False;Percentual;29,65;;2018-12-31;28,3;;27,4;;26,9;;26,4;;SIH / SUS;Anual;Estadual;NÚMERO DE INTERNAÇÕES POR CONDIÇÕES SENSÍVEIS À ATENÇÃO PRIMÁRIA EM DETERMINADO LOCAL E PERÍODO (RECORTE DE CIDS DA PORTARIA 221/2008 DO MS) / TOTAL DE INTERNAÇÕES CLÍNICAS EM DETERMINADO LOCAL E PERÍODO FATOR DE MULTIPLICAÇÃO: 100;;;2020-10-01 15:57:00;True;MENOR
161;GESTÃO DA CIDADE ADMINISTRATIVA;False;ÍNDICE DE SOLICITAÇÕES DE TIC RESOLVIDAS NO PRAZO;False;%;93,16;;2019-06-30;97,0;;97,0;;97,0;;97,0;;SOLUÇÃO INFORMATIZADA DE ATENDIMENTO (SDM);Anual;Estadual;(CHAMADOS SOLUCIONADOS NO PRAZO/TOTAL DE CHAMADOS ABERTOS)*100;;;2020-10-01 15:57:00;False;MAIOR
161;GESTÃO DA CIDADE ADMINISTRATIVA;False;ÍNDICE DE DISPONIBILIDADE DE ELEVADORES NA CIDADE ADMINISTRATIVA;False;%;;Em Apuração;;94,0;;94,0;;94,0;;94,0;;RELATÓRIO TÉCNICO MENSAL DISPONIBILIZADO PELA EMPRESA DE MANUTENÇÃO DOS ELEVADORES;Anual;Estadual;SOMATÓRIO DISPONIBILIDADE DOS ELEVADORES/&#8721,QUANTIDADE DE ELEVADORES;;O INDICADOR ENCONTRA-SE EM APURAÇÃO DEVIDO À MUDANÇA DE FÓRMULA DE CÁLCULO, APÓS NOVA CONTRATAÇÃO, COM O ENCERRAMENTO DO CONTRATO Nº 9031568 EM NOVEMBRO DE 2020;2020-10-01 15:57:00;False;MAIOR
162;FERROVIAS MINEIRAS;False;MALHA FERROVIÁRIA ASSUMIDA OU SOB GESTÃO DO ESTADO;False;km;0,0;;2023-12-31;0,0;;0,0;;50,0;;60,0;;MALHA FERROVIÁRIA ASSUMIDA OU SOB GESTÃO DO ESTADO;Anual;Estadual;SOMA DOS KM DE MALHA FERROVIÁRIA RECUPERADA ASSUMIDA OU SOB GESTÃO DO ESTADO.;;;2020-10-01 15:57:00;False;MAIOR
164;PROGRAMA ESTADUAL DE COOPERATIVISMO DA AGRICULTURA FAMILIAR E AGROINDÚSTRIA FAMILIAR;False;ACESSO DE AGRICULTORES FAMILIARES ÀS COOPERATIVAS ASSISTIDAS;True;%;30,0;;2017-11-24;;Em Apuração;;Em Apuração;45,0;;;;CRIADA PELA EMENDA Nº 67 DA COMISSÃO DE PARTICIPAÇÃO POPULAR;Anual;Estadual;CRIADA PELA EMENDA Nº 67 DA COMISSÃO DE PARTICIPAÇÃO POPULAR;;;2020-10-01 15:57:00;False;MAIOR
706;PRESTAÇÃO JURISDICIONAL;False;TAXA DE CONGESTIONAMENTO;False;%;67,48;;2018-12-31;65,78;;65,53;;65,29;;65,05;;CENTRO DE INFORMAÇÕES PARA GESTÃO INSTITUCIONAL;Anual;Estadual;TXC=CASOS PENDENTES / ((BAIXADOS EM 12 MESES) + CASOS PENDENTES);;;2020-10-01 15:57:00;False;MENOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;INTIMAÇÕES ELETRÔNICAS RECEBIDAS NA AGE;False;UNIDADE;180000,0;;2019-08-30;250000,0;;300000,0;;350000,0;;87899,0;;SISTEMA TRIBUNUS;Anual;Estadual;SOMATÓRIO DOS AVISOS ELETRÔNICOS RECEBIDOS;;;2020-10-01 15:57:00;False;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;PARECERES E NOTAS JURÍDICAS EMITIDAS;False;UNIDADE;179,0;;2018-06-30;768,0;;366,0;;179,0;;179,0;;CONSULTORIA JURÍDICA;Anual;Estadual;SOMA DE PARECERES E NOTAS JURÍDICAS EMITIDAS;;;2020-10-01 15:57:00;False;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;CERTIDÃO DÍVIDA ATIVA TRIBUTÁRIA OU NÃO-TRIBUTÁRIA AJUIZADA;False;UNIDADE;3495,0;;2019-04-30;3495,0;;3495,0;;3495,0;;5380,0;;ASPLAN;Anual;Estadual;SOMA DE CERTIDÕES AJUIZADAS;;;2020-10-01 15:57:00;False;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;CERTIDÕES DE DÍVIDA ATIVA TRIBUTÁRIA OU NÃO-TRIBUTÁRIA PROTESTADAS EXTRAJUDICIALMENTE;False;UNIDADE;403641,0;;2019-04-30;403641,0;;403641,0;;403641,0;;378624,0;;ASPLAN;Anual;Estadual;SOMA DAS CERTIDÕES PROTESTADAS EXTRAJUDICIALMENTE;;;2020-10-01 15:57:00;False;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;PROCESSOS DE TECNOLOGIA DE INFORMAÇÃO IMPLANTADOS, MELHORADOS E/OU EXPANDIDOS;False;Módulo de sistema informatizado implementado;5,0;;2017-08-09;24,0;;24,0;;24,0;;24,0;;ASPLAN;Anual;Estadual;SOMA DOS MÓDULOS E/OU PROCESSOS IMPLANTADOS, MELHORADOS, EXPANDIDOS OU EXECUTADOS DE SERVIÇOS CONTINUOS DE T. I. C. (HOSPEDAGEM DE SISTEMAS, COMUNICAÇÃO CORPORATIVA – E-MAIL, CERTIFICAÇÃO DIGITAL, INTEGRAÇÃO COM A REDE IP, CONEXÃO À INTERNET) BEM COMO MANUTENÇÃO EVOLUTIVA NO SISTEMA TRIBUNUS;;;2020-10-01 15:57:00;False;MAIOR
726;ACESSO À JUSTIÇA;False;NÚMERO DE DEFENSORES PÚBLICOS POR 100.000 HABITANTES;False;Defensores por 100 mil habitantes;2,95;;2019-12-31;2,95;;2,94;;2,92;;2,91;;DEFENSORIA PÚBLICA DO ESTADO DE MINAS GERAIS;Anual;Estadual;(NÚMERO DE DEFENSORES PÚBLICOS/POPULAÇÃO DO ESTADO DE MINAS GERAIS)*100.000;;;2020-10-01 15:57:00;False;MAIOR
726;ACESSO À JUSTIÇA;False;NÚMERO DE PRESTAÇÕES JURÍDICAS POR 100.000 HABITANTES;False;prestação jurídica por 100 mil habitantes;10,79;;2019-12-31;10,79;;10,74;;10,7;;10,65;;DEFENSORIA PÚBLICA DO ESTADO DE  MINAS GERAIS;Anual;Estadual;(NÚMERO DE PRESTAÇÕES JURÍDICAS/POPULAÇÃO DO ESTADO DE MINAS GERAIS)*100.000.;;;2020-10-01 15:57:00;False;MAIOR
726;ACESSO À JUSTIÇA;False;PERCENTUAL DE COMARCAS QUE CONTAM COM A PRESENÇA DA DEFENSORIA PÚBLICA;False;%;37,37;;2019-12-31;37,37;;37,37;;37,37;;37,37;;DEFENSORIA PÚBLICA DO ESTADO DE MINAS GERAIS;Anual;Estadual;(NÚMERO DE COMARCAS QUE CONTAM COM A PRESENÇA DA DEFENSORIA PÚBLICA/NÚMERO DE COMARCAS EXISTENTES NO ESTADO DE MINAS GERAIS)*100;;;2020-10-01 15:57:00;False;MAIOR
726;ACESSO À JUSTIÇA;False;PERCENTUAL DE COMARCAS QUE SE ENCONTRAM TOTALMENTE PROVIDAS DE DEFENSORES PÚBLICOS;False;%;9,43;;2019-12-31;9,43;;9,43;;9,43;;9,43;;DEFENSORIA PÚBICA DO ESTADO DE MINAS GERAIS;Anual;Estadual;(SOMATÓRIO DE COMARCAS TOTALMENTE PROVIDAS DE DEFENSORES PÚBLICOS/TOTAL DE COMARCAS DO ESTADO DE MINAS GERAIS)*100;;;2020-10-01 15:57:00;False;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE DELIBERAÇÃO DE PROCESSOS DE ATOS DE PESSOAL AUTUADOS NOS TRÊS ÚLTIMOS EXERCÍCIOS;False;%;87,31;;2019-12-20;70,0;;70,0;;75,0;;75,0;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;NÚMERO DE PROCESSOS DELIBERADOS NO ANO CORRENTE, DAS NATUREZAS “APOSENTADORIA, REFORMA E PENSÃO”,  QUE FORAM AUTUADOS NOS TRÊS ÚLTIMOS EXERCÍCIOS, INCLUINDO O CORRENTE / [NÚMERO TOTAL DE PROCESSOS AUTUADOS NO ANO CORRENTE, DAS NATUREZAS “APOSENTADORIA, REFORMA E PENSÃO”] X 100.;;;2020-10-01 15:57:00;False;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE DELIBERAÇÃO DE PROCESSOS DAS DEMAIS NATUREZAS CUJOS FATOS (ANO DE REFERÊNCIA) TENHAM OCORRIDO NOS ÚLTIMOS TRÊS EXERCÍCIOS;False;%;;Em Apuração;;60,0;;60,0;;60,0;;60,0;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[NÚMERO DE PROCESSOS DELIBERADOS NO ANO CORRENTE, EXCETUADOS OS PROCESSOS DAS NATUREZAS “APOSENTADORIA, REFORMA E PENSÃO”,  CUJOS FATOS (ANO DE REFERÊNCIA)  TENHAM OCORRIDO NOS TRÊS ÚLTIMOS EXERCÍCIOS, INCLUINDO  O CORRENTE] / [NÚMERO TOTAL DE PROCESSOS AUTUADOS NO ANO CORRENTE CUJO OS FATOS (ANO DE REFERÊNCIA) TENHAM OCORRIDO NOS TRÊS ÚLTIMOS EXERCÍCIOS, INCLUINDO O CORRENTE, EXCETUADOS OS PROCESSOS DAS NATUREZAS “APOSENTADORIA, REFORMA E PENSÃO”] X 100.;;INDICADOR ALTERADO AGUARDANDO O PRIMEIRO ANO DE APURAÇÃO PARA OBTER ÍNDICE DE REFERÊNCIA.;2020-10-01 15:57:00;False;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE CUMPRIMENTO DO PLANO ANUAL DE FISCALIZAÇÃO.;False;%;80,0;;2019-12-20;80,0;;80,0;;80,0;;80,0;;SUPERINTENDÊNCIA DE CONTROLE EXTERNO;Anual;Estadual;[NÚMERO DE AÇÕES DO PLANO ANUAL DE FISCALIZAÇÃO REALIZADAS] / [TOTAL DE AÇÕES PROGRAMADAS NO PLANO ANUAL DE FISCALIZAÇÃO] X 100.;;;2020-10-01 15:57:00;False;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;ÌNDICE DE PROCESSOS DE AUDITORIAS DELIBERADOS NO PRAZO DE 360 DIAS DA AUTUAÇÃO;False;%;;Em Apuração;;40,0;;50,0;;60,0;;60,0;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[NÚMERO DE PROCESSOS DE AUDITORIAS DELIBERADOS NO PRAZO DE 360 DIAS DA AUTUAÇÃO / TOTAL DE PROCESSOS DE AUDITORIAS AUTUADOS NO ANO CORRENTE] X 100;;INDICADOR NOVO AGUARDANDO O PRIMEIRO ANO DE APURAÇÃO PARA OBTER ÍNDICE DE REFERÊNCIA.;2020-10-01 15:57:00;False;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;PERCENTUAL DE MACRORREGIÕES DO ESTADO ALCANÇADAS PELA FISCALIZAÇÃO DO TRIBUNAL;False;%;100,0;;2018-12-20;100,0;;100,0;;100,0;;100,0;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[TOTAL DE MACRORREGIÕES DO ESTADO ALCANÇADAS PELAS AÇÕES DE FISCALIZAÇÃO / NÚMERO DE MACRORREGIÕES DO ESTADO] X 100;;;2020-10-01 15:57:00;False;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;NÚMERO DE ALUNOS CERTIFICADOS EM TÍTULO DE PÓS-GRADUAÇÃO REALIZADA PELA ESCOLA DE CONTAS;False;Pessoa;;Em Apuração;;75,0;;75,0;;90,0;;90,0;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Anual;Estadual;NÚMERO DE ALUNOS CERTIFICADOS COM TÍTULO DE PÓS-GRADUAÇÃO REALIZADA PELA ESCOLA DE CONTAS;;TRATA-SE DE UM NOVO INDICADOR INSERIDO A PARTIR DE 2020 PARA O QUAL OS DADOS ESTÃO EM APURAÇÃO.;2020-10-01 15:57:00;False;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE PESSOAS CAPACITADAS EM CURSOS VIRTUAIS (EAD) EM RELAÇÃO À META FÍSICA;False;%;;Em Apuração;;18,0;;18,0;;20,0;;20,0;;ESCOLA DE CONTAS E CAPACITAÇÃO PEDRO ALEIXO;Anual;Estadual;[NÚMERO DE PESSOAS CAPACITADAS EM CURSOS VIRTUAIS NO PERÍODO / TOTAL DE PESSOAS A SEREM CAPACITADAS (META FÍSICA)] X 100;;TRATA-SE DE UM NOVO INDICADOR INSERIDO A PARTIR DE 2020 PARA O QUAL OS DADOS ESTÃO EM APURAÇÃO.;2020-10-01 15:57:00;False;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE MUNICÍPIOS DO ESTADO DE MINAS GERAIS ABRANGIDOS PELAS AÇÕES DE CAPACITAÇÃO REALIZADAS PELO TRIBUNAL.;False;%;64,0;;2019-12-19;70,0;;70,0;;70,0;;70,0;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Semestral;Estadual;[NÚMERO DE MUNICÍPIOS DO ESTADO DE MINAS GERAIS ABRANGIDOS PELAS AÇÕES DE CAPACITAÇÃO / TOTAL DE MUNICÍPIOS DO ESTADO DE MINAS GERAIS] X 100.;;;2020-10-01 15:57:00;False;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;MÉDIA DE HORAS DE CAPACITAÇÃO DOS ANALISTAS DE CONTROLE EXTERNO QUE EXERÇAM ATIVIDADE DE FISCALIZAÇÃO.;False;Hora;59,46;;2019-12-19;45,0;;45,0;;50,0;;50,0;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Semestral;Estadual;[SOMATÓRIO DE HORAS DE CAPACITAÇÃO DE ANALISTAS DE CONTROLE EXTERNO QUE EXERÇAM ATIVIDADE DE FISCALIZAÇÃO] / [NÚMERO DE ANALISTAS DE CONTROLE EXTERNO QUE EXERÇAM ATIVIDADE DE FISCALIZAÇÃO].;;;2020-10-01 15:57:00;False;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;ESTUDOS E PESQUISAS FORMALIZADOS;False;UNIDADE;3,0;;2019-12-19;3,0;;3,0;;3,0;;3,0;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Semestral;Estadual;NÚMERO DE ESTUDOS E PESQUISAS DEVIDAMENTE FORMALIZADOS DE ACORDO COM OS CRITÉRIOS DEFINIDOS POR PORTARIA DA PRESIDÊNCIA.;;;2020-10-01 15:57:00;False;MAIOR
